Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Day,Month,Year,Dep_Hr,Dep_Min,Arr_Hr,Arr_Min,Duration_Hr,Duration_Min,Duration_bool
Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:50,11:25,12:35,1,1 Long layover,31825,1,MAR,2019,22,50,11,25,12,35.0,755.0
IndiGo,1/06/2019,Chennai,Kolkata,MAA → CCU,14:45,17:05,2:20,0,No Info,3597,1,JUN,2019,14,45,17,5,2,20.0,140.0
Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,21:25,15:15,17:50,1,No Info,13817,12,MAR,2019,21,25,15,15,17,50.0,1070.0
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:45,12:20,1,No Info,14571,24,MAY,2019,8,25,20,45,12,20.0,740.0
Air Asia,15/06/2019,Delhi,Cochin,DEL → BLR → COK,16:45,07:10,14:25,1,No Info,6853,15,JUN,2019,16,45,7,10,14,25.0,865.0
Jet Airways,27/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25,29:20,2,No Info,16704,27,MAY,2019,23,5,4,25,29,20.0,1760.0
SpiceJet,27/05/2019,Banglore,Delhi,BLR → DEL,09:30,12:20,2:50,0,No check-in baggage included,3573,27,MAY,2019,9,30,12,20,2,50.0,170.0
Vistara,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,18:50,25:50,1,No Info,9345,15,MAY,2019,17,0,18,50,25,50.0,1550.0
Jet Airways,15/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25,22:55,2,No Info,13014,15,JUN,2019,5,30,4,25,22,55.0,1375.0
Air India,03/03/2019,Banglore,New Delhi,BLR → HBX → BOM → NAG → DEL,12:00,10:35,22:35,3,No Info,12358,3,MAR,2019,12,0,10,35,22,35.0,1355.0
Multiple carriers,9/03/2019,Delhi,Cochin,DEL → BOM → COK,18:15,01:35,7:20,1,In-flight meal not included,14086,9,MAR,2019,18,15,1,35,7,20.0,440.0
IndiGo,3/05/2019,Chennai,Kolkata,MAA → CCU,19:35,21:55,2:20,0,No Info,3597,3,MAY,2019,19,35,21,55,2,20.0,140.0
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,08:15,13:20,1,No Info,13731,24,MAY,2019,18,55,8,15,13,20.0,800.0
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,19:45,04:25,8:40,1,In-flight meal not included,12898,21,MAY,2019,19,45,4,25,8,40.0,520.0
Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,16:00,04:25,12:25,1,No Info,14714,6,JUN,2019,16,0,4,25,12,25.0,745.0
Vistara,12/04/2019,Banglore,Delhi,BLR → DEL,11:30,14:20,2:50,0,No Info,5403,12,APR,2019,11,30,14,20,2,50.0,170.0
Jet Airways,24/06/2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2:45,0,In-flight meal not included,5769,24,JUN,2019,6,0,8,45,2,45.0,165.0
Air Asia,24/03/2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,2:35,0,No Info,5620,24,MAR,2019,10,20,12,55,2,35.0,155.0
IndiGo,18/06/2019,Delhi,Cochin,DEL → COK,05:35,08:50,3:15,0,No Info,5000,18,JUN,2019,5,35,8,50,3,15.0,195.0
Air India,21/03/2019,Delhi,Cochin,DEL → LKO → BOM → COK,12:20,19:15,30:55,2,No Info,10703,21,MAR,2019,12,20,19,15,30,55.0,1855.0
Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,11:30,21:00,9:30,1,No Info,13727,18,MAY,2019,11,30,21,0,9,30.0,570.0
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,09:20,13:20,1,No Info,14388,12,MAY,2019,20,0,9,20,13,20.0,800.0
Air India,6/06/2019,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00,01:20,15:20,2,No Info,13033,6,JUN,2019,10,0,1,20,15,20.0,920.0
Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,07:40,23:40,1,No Info,22270,1,MAR,2019,8,0,7,40,23,40.0,1420.0
IndiGo,27/05/2019,Delhi,Cochin,DEL → LKO → COK,21:50,03:35,5:45,1,No Info,6769,27,MAY,2019,21,50,3,35,5,45.0,345.0
Air Asia,24/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,15:10,23:30,8:20,2,No Info,5192,24,MAY,2019,15,10,23,30,8,20.0,500.0
Jet Airways,24/05/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1:25,0,In-flight meal not included,4995,24,MAY,2019,2,55,4,20,1,25.0,85.0
IndiGo,1/03/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2:20,0,No Info,8580,1,MAR,2019,7,55,10,15,2,20.0,140.0
Air India,15/06/2019,Delhi,Cochin,DEL → MAA → COK,12:30,09:25,20:55,1,No Info,7480,15,JUN,2019,12,30,9,25,20,55.0,1255.0
Jet Airways,6/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,19:00,9:20,2,In-flight meal not included,10368,6,JUN,2019,9,40,19,0,9,20.0,560.0
Jet Airways,6/05/2019,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,1:25,0,No Info,8040,6,MAY,2019,7,5,8,30,1,25.0,85.0
Jet Airways,9/03/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,08:20,04:25,20:5,2,No Info,18909,9,MAR,2019,8,20,4,25,20,5.0,1205.0
Air India,1/04/2019,Kolkata,Banglore,CCU → DEL → AMD → BLR,07:00,05:25,22:25,2,No Info,12849,1,APR,2019,7,0,5,25,22,25.0,1345.0
Air India,1/03/2019,Delhi,Cochin,DEL → BLR → COK,09:45,08:15,22:30,1,No Info,22798,1,MAR,2019,9,45,8,15,22,30.0,1350.0
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,18:15,9:50,1,No Info,14571,6,JUN,2019,8,25,18,15,9,50.0,590.0
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,08:15,18:10,1,In-flight meal not included,13502,6,MAR,2019,14,5,8,15,18,10.0,1090.0
SpiceJet,27/03/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2:20,0,No check-in baggage included,3332,27,MAR,2019,17,45,20,5,2,20.0,140.0
Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,11:45,1,No Info,7354,6,JUN,2019,7,30,19,15,11,45.0,705.0
IndiGo,21/03/2019,Mumbai,Hyderabad,BOM → HYD,09:10,10:35,1:25,0,No Info,4049,21,MAR,2019,9,10,10,35,1,25.0,85.0
Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,02:15,04:25,26:10,1,No Info,15029,9,MAR,2019,2,15,4,25,26,10.0,1570.0
Air India,24/06/2019,Delhi,Cochin,DEL → HYD → MAA → COK,09:45,09:25,23:40,2,No Info,10975,24,JUN,2019,9,45,9,25,23,40.0,1420.0
Multiple carriers,1/06/2019,Delhi,Cochin,DEL → HYD → COK,07:10,22:30,15:20,1,No Info,7038,1,JUN,2019,7,10,22,30,15,20.0,920.0
Air India,12/06/2019,Banglore,Delhi,BLR → DEL,21:05,23:55,2:50,0,No Info,5228,12,JUN,2019,21,5,23,55,2,50.0,170.0
IndiGo,1/06/2019,Delhi,Cochin,DEL → MAA → COK,02:00,07:25,5:25,1,No Info,5636,1,JUN,2019,2,0,7,25,5,25.0,325.0
Air India,27/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,07:40,19:40,2,No Info,9653,27,JUN,2019,12,0,7,40,19,40.0,1180.0
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,10:05,15:10,1,In-flight meal not included,8586,24,MAY,2019,18,55,10,5,15,10.0,910.0
SpiceJet,21/05/2019,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1:30,0,No Info,2017,21,MAY,2019,13,15,14,45,1,30.0,90.0
Vistara,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,23:25,27:5,1,No Info,9345,24,MAY,2019,20,20,23,25,27,5.0,1625.0
Jet Airways,21/03/2019,Delhi,Cochin,DEL → BDQ → BOM → COK,10:45,18:50,32:5,2,In-flight meal not included,9270,21,MAR,2019,10,45,18,50,32,5.0,1925.0
Jet Airways,3/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:30,19:00,13:30,2,No Info,13292,3,JUN,2019,5,30,19,0,13,30.0,810.0
Jet Airways,27/03/2019,Delhi,Cochin,DEL → MAA → BOM → COK,17:35,19:45,26:10,2,In-flight meal not included,8098,27,MAR,2019,17,35,19,45,26,10.0,1570.0
Air India,6/06/2019,Delhi,Cochin,DEL → MAA → COK,09:45,09:25,23:40,1,No Info,7952,6,JUN,2019,9,45,9,25,23,40.0,1420.0
IndiGo,12/06/2019,Delhi,Cochin,DEL → BOM → COK,18:35,01:30,6:55,1,No Info,5883,12,JUN,2019,18,35,1,30,6,55.0,415.0
SpiceJet,18/05/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2:30,0,No Info,4174,18,MAY,2019,17,10,19,40,2,30.0,150.0
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → HYD → COK,07:05,22:30,15:25,1,No Info,10696,3,JUN,2019,7,5,22,30,15,25.0,925.0
Vistara,12/06/2019,Banglore,Delhi,BLR → DEL,17:00,19:35,2:35,0,No Info,4878,12,JUN,2019,17,0,19,35,2,35.0,155.0
SpiceJet,1/04/2019,Banglore,Delhi,BLR → DEL,09:30,12:20,2:50,0,No Info,3971,1,APR,2019,9,30,12,20,2,50.0,170.0
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,19:00,01:30,6:30,1,No Info,7198,3,JUN,2019,19,0,1,30,6,30.0,390.0
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,22:05,25:40,1,In-flight meal not included,9314,6,MAY,2019,20,25,22,5,25,40.0,1540.0
SpiceJet,1/05/2019,Banglore,Delhi,BLR → DEL,09:30,12:20,2:50,0,No Info,4423,1,MAY,2019,9,30,12,20,2,50.0,170.0
SpiceJet,6/04/2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,2:35,0,No check-in baggage included,3841,6,APR,2019,6,55,9,30,2,35.0,155.0
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,10:45,19:15,8:30,1,No Info,7154,27,MAR,2019,10,45,19,15,8,30.0,510.0
Air India,15/06/2019,Delhi,Cochin,DEL → BOM → COK,07:00,19:15,12:15,1,No Info,9929,15,JUN,2019,7,0,19,15,12,15.0,735.0
Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,11:40,19:15,7:35,1,No Info,8266,9,MAY,2019,11,40,19,15,7,35.0,455.0
Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,08:30,19:00,10:30,1,No Info,10877,12,JUN,2019,8,30,19,0,10,30.0,630.0
IndiGo,24/06/2019,Kolkata,Banglore,CCU → BLR,15:15,17:45,2:30,0,No Info,4804,24,JUN,2019,15,15,17,45,2,30.0,150.0
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,21:00,9:30,1,No Info,13587,15,JUN,2019,11,30,21,0,9,30.0,570.0
IndiGo,6/03/2019,Delhi,Cochin,DEL → BOM → COK,04:45,13:20,8:35,1,No Info,13611,6,MAR,2019,4,45,13,20,8,35.0,515.0
IndiGo,6/06/2019,Delhi,Cochin,DEL → BOM → COK,09:15,01:30,16:15,1,No Info,6628,6,JUN,2019,9,15,1,30,16,15.0,975.0
IndiGo,12/06/2019,Delhi,Cochin,DEL → COK,14:25,17:40,3:15,0,No Info,5601,12,JUN,2019,14,25,17,40,3,15.0,195.0
SpiceJet,15/04/2019,Delhi,Cochin,DEL → MAA → COK,06:05,11:20,5:15,1,No Info,5583,15,APR,2019,6,5,11,20,5,15.0,315.0
IndiGo,21/05/2019,Banglore,Delhi,BLR → DEL,10:10,13:00,2:50,0,No Info,3943,21,MAY,2019,10,10,13,0,2,50.0,170.0
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,04:00,06:50,2:50,0,No Info,4777,24,MAR,2019,4,0,6,50,2,50.0,170.0
Jet Airways,1/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25,22:55,2,In-flight meal not included,10368,1,JUN,2019,5,30,4,25,22,55.0,1375.0
IndiGo,15/06/2019,Delhi,Cochin,DEL → BOM → COK,18:35,01:30,6:55,1,No Info,5883,15,JUN,2019,18,35,1,30,6,55.0,415.0
IndiGo,27/04/2019,Kolkata,Banglore,CCU → BLR,11:30,14:05,2:35,0,No Info,4804,27,APR,2019,11,30,14,5,2,35.0,155.0
Vistara,03/03/2019,Banglore,New Delhi,BLR → DEL,16:00,18:35,2:35,0,No Info,13383,3,MAR,2019,16,0,18,35,2,35.0,155.0
Multiple carriers,1/06/2019,Delhi,Cochin,DEL → HYD → COK,13:15,22:30,9:15,1,No Info,9646,1,JUN,2019,13,15,22,30,9,15.0,555.0
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,19:10,26:10,1,No Info,11467,1,MAY,2019,17,0,19,10,26,10.0,1570.0
Jet Airways,12/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,06:45,04:25,21:40,2,No Info,13376,12,JUN,2019,6,45,4,25,21,40.0,1300.0
Air Asia,03/03/2019,Banglore,New Delhi,BLR → DEL,23:25,02:10,2:45,0,No Info,6477,3,MAR,2019,23,25,2,10,2,45.0,165.0
Vistara,18/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,20:20,27:20,1,No Info,9555,18,MAY,2019,17,0,20,20,27,20.0,1640.0
Jet Airways,24/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,19:00,23:50,2,No Info,12819,24,JUN,2019,19,10,19,0,23,50.0,1430.0
Vistara,6/03/2019,Mumbai,Hyderabad,BOM → DEL → HYD,10:25,22:55,12:30,1,No Info,12395,6,MAR,2019,10,25,22,55,12,30.0,750.0
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,19:15,04:25,9:10,1,In-flight meal not included,10262,15,JUN,2019,19,15,4,25,9,10.0,550.0
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:45,12:20,1,No Info,14781,21,MAY,2019,8,25,20,45,12,20.0,740.0
Jet Airways,12/05/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1:30,0,No Info,5678,12,MAY,2019,10,20,11,50,1,30.0,90.0
SpiceJet,15/05/2019,Kolkata,Banglore,CCU → IXB → BLR,15:55,21:25,5:30,1,No Info,7804,15,MAY,2019,15,55,21,25,5,30.0,330.0
IndiGo,3/05/2019,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1:30,0,No Info,4049,3,MAY,2019,6,25,7,55,1,30.0,90.0
Air Asia,15/06/2019,Banglore,Delhi,BLR → DEL,11:10,13:55,2:45,0,No Info,3383,15,JUN,2019,11,10,13,55,2,45.0,165.0
Air India,27/05/2019,Delhi,Cochin,DEL → BLR → COK,17:40,23:00,5:20,1,No Info,7174,27,MAY,2019,17,40,23,0,5,20.0,320.0
Air India,15/05/2019,Delhi,Cochin,DEL → BLR → COK,20:30,23:00,26:30,1,No Info,8907,15,MAY,2019,20,30,23,0,26,30.0,1590.0
Jet Airways,1/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35,26:55,2,No Info,13014,1,JUN,2019,9,40,12,35,26,55.0,1615.0
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,08:15,11:5,1,No Info,13584,6,MAY,2019,21,10,8,15,11,5.0,665.0
Air Asia,15/05/2019,Kolkata,Banglore,CCU → BLR,22:50,01:20,2:30,0,No Info,4107,15,MAY,2019,22,50,1,20,2,30.0,150.0
Jet Airways,15/03/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:25,1:30,0,In-flight meal not included,2071,15,MAR,2019,2,55,4,25,1,30.0,90.0
Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,20:55,04:25,7:30,1,In-flight meal not included,12373,9,MAY,2019,20,55,4,25,7,30.0,450.0
Air India,12/03/2019,Banglore,New Delhi,BLR → BOM → IXC → DEL,08:50,13:55,29:5,2,No Info,13303,12,MAR,2019,8,50,13,55,29,5.0,1745.0
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,10:05,17:35,1,In-flight meal not included,8529,12,JUN,2019,16,30,10,5,17,35.0,1055.0
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,19:50,24:55,1,No Info,14571,6,JUN,2019,18,55,19,50,24,55.0,1495.0
Jet Airways,27/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25,29:20,2,No Info,15129,27,MAY,2019,23,5,4,25,29,20.0,1760.0
IndiGo,6/06/2019,Kolkata,Banglore,CCU → BLR,21:25,00:05,2:40,0,No Info,4804,6,JUN,2019,21,25,0,5,2,40.0,160.0
Air India,09/03/2019,Banglore,New Delhi,BLR → HYD → DEL,06:50,12:15,5:25,1,No Info,5118,9,MAR,2019,6,50,12,15,5,25.0,325.0
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,08:15,23:50,1,In-flight meal not included,9663,18,MAY,2019,8,25,8,15,23,50.0,1430.0
Air India,9/06/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,12:30,30:40,2,No Info,12723,9,JUN,2019,5,50,12,30,30,40.0,1840.0
GoAir,12/05/2019,Banglore,Delhi,BLR → DEL,20:55,23:40,2:45,0,No Info,3419,12,MAY,2019,20,55,23,40,2,45.0,165.0
Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:55,10:45,11:50,1,In-flight meal not included,11087,12,MAR,2019,22,55,10,45,11,50.0,710.0
IndiGo,12/04/2019,Kolkata,Banglore,CCU → BLR,22:15,00:50,2:35,0,No Info,4174,12,APR,2019,22,15,0,50,2,35.0,155.0
Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,04:25,20:25,1,In-flight meal not included,10262,9,JUN,2019,8,0,4,25,20,25.0,1225.0
Vistara,3/06/2019,Banglore,Delhi,BLR → DEL,07:00,09:40,2:40,0,No Info,4668,3,JUN,2019,7,0,9,40,2,40.0,160.0
SpiceJet,24/05/2019,Mumbai,Hyderabad,BOM → HYD,22:45,00:15,1:30,0,No check-in baggage included,1965,24,MAY,2019,22,45,0,15,1,30.0,90.0
IndiGo,1/06/2019,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1:30,0,No Info,4049,1,JUN,2019,6,25,7,55,1,30.0,90.0
Air India,12/04/2019,Kolkata,Banglore,CCU → BLR,14:15,16:45,2:30,0,No Info,5195,12,APR,2019,14,15,16,45,2,30.0,150.0
IndiGo,18/05/2019,Kolkata,Banglore,CCU → BLR,20:20,22:55,2:35,0,No Info,4804,18,MAY,2019,20,20,22,55,2,35.0,155.0
IndiGo,03/03/2019,Banglore,New Delhi,BLR → DEL,13:00,15:50,2:50,0,No Info,7648,3,MAR,2019,13,0,15,50,2,50.0,170.0
IndiGo,3/05/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2:20,0,No Info,3850,3,MAY,2019,7,55,10,15,2,20.0,140.0
Air India,15/04/2019,Banglore,Delhi,BLR → DEL,10:00,12:45,2:45,0,No Info,6121,15,APR,2019,10,0,12,45,2,45.0,165.0
IndiGo,18/06/2019,Chennai,Kolkata,MAA → CCU,05:15,07:40,2:25,0,No Info,3540,18,JUN,2019,5,15,7,40,2,25.0,145.0
Jet Airways,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,11:25,5:40,1,In-flight meal not included,9134,15,MAR,2019,5,45,11,25,5,40.0,340.0
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,22:35,27:40,1,In-flight meal not included,10844,6,JUN,2019,18,55,22,35,27,40.0,1660.0
IndiGo,3/06/2019,Chennai,Kolkata,MAA → CCU,22:05,00:25,2:20,0,No Info,5277,3,JUN,2019,22,5,0,25,2,20.0,140.0
SpiceJet,24/06/2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,2:35,0,No check-in baggage included,3841,24,JUN,2019,6,55,9,30,2,35.0,155.0
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:00,11:30,1,No Info,10877,3,JUN,2019,7,30,19,0,11,30.0,690.0
Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,17:30,19:45,26:15,1,In-flight meal not included,5406,27,MAR,2019,17,30,19,45,26,15.0,1575.0
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,09:45,16:45,1,No Info,14151,9,JUN,2019,17,0,9,45,16,45.0,1005.0
Jet Airways,3/06/2019,Delhi,Cochin,DEL → BDQ → BOM → COK,18:25,12:35,18:10,2,No Info,14237,3,JUN,2019,18,25,12,35,18,10.0,1090.0
IndiGo,24/06/2019,Mumbai,Hyderabad,BOM → HYD,01:40,03:10,1:30,0,No Info,2754,24,JUN,2019,1,40,3,10,1,30.0,90.0
Air India,18/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:00,20:25,13:25,1,No Info,11306,18,MAY,2019,7,0,20,25,13,25.0,805.0
Vistara,12/06/2019,Chennai,Kolkata,MAA → CCU,07:05,09:20,2:15,0,No Info,3687,12,JUN,2019,7,5,9,20,2,15.0,135.0
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,03:50,19:00,15:10,1,No Info,12192,3,JUN,2019,3,50,19,0,15,10.0,910.0
Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,19:45,19:00,23:15,1,No Info,14924,9,JUN,2019,19,45,19,0,23,15.0,1395.0
SpiceJet,24/05/2019,Kolkata,Banglore,CCU → KNU → BLR,11:35,18:50,7:15,1,No Info,8479,24,MAY,2019,11,35,18,50,7,15.0,435.0
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,14:00,01:30,11:30,1,In-flight meal not included,6943,27,MAY,2019,14,0,1,30,11,30.0,690.0
Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,06:40,19:15,12:35,1,No Info,7354,27,JUN,2019,6,40,19,15,12,35.0,755.0
Jet Airways,6/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,19:00,23:50,2,No Info,15129,6,MAY,2019,19,10,19,0,23,50.0,1430.0
Vistara,9/04/2019,Banglore,Delhi,BLR → DEL,07:00,09:40,2:40,0,No Info,5403,9,APR,2019,7,0,9,40,2,40.0,160.0
Jet Airways,21/03/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1:30,0,No Info,5678,21,MAR,2019,19,35,21,5,1,30.0,90.0
Vistara,27/04/2019,Banglore,Delhi,BLR → DEL,11:30,14:20,2:50,0,No Info,5403,27,APR,2019,11,30,14,20,2,50.0,170.0
Vistara,27/06/2019,Banglore,Delhi,BLR → DEL,21:00,23:50,2:50,0,No Info,4878,27,JUN,2019,21,0,23,50,2,50.0,170.0
IndiGo,27/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,06:40,21:20,14:40,2,No Info,6494,27,MAR,2019,6,40,21,20,14,40.0,880.0
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,01:30,04:15,2:45,0,No Info,4777,24,MAR,2019,1,30,4,15,2,45.0,165.0
Air India,6/06/2019,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1:30,0,No Info,3625,6,JUN,2019,13,55,15,25,1,30.0,90.0
Air India,1/04/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,18:30,30:30,2,No Info,9258,1,APR,2019,12,0,18,30,30,30.0,1830.0
Air India,01/03/2019,Banglore,New Delhi,BLR → CCU → BBI → HYD → VGA → DEL,05:50,11:20,29:30,4,Change airports,17686,1,MAR,2019,5,50,11,20,29,30.0,1770.0
IndiGo,3/04/2019,Kolkata,Banglore,CCU → BLR,15:15,17:45,2:30,0,No Info,4174,3,APR,2019,15,15,17,45,2,30.0,150.0
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,10:20,01:30,15:10,1,No Info,7485,21,MAY,2019,10,20,1,30,15,10.0,910.0
Air India,18/05/2019,Kolkata,Banglore,CCU → JAI → BOM → BLR,08:20,11:10,26:50,2,No Info,11222,18,MAY,2019,8,20,11,10,26,50.0,1610.0
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,21:05,28:5,1,No Info,12121,1,MAY,2019,17,0,21,5,28,5.0,1685.0
Air India,21/05/2019,Kolkata,Banglore,CCU → JAI → BOM → BLR,08:20,18:30,10:10,2,No Info,10697,21,MAY,2019,8,20,18,30,10,10.0,610.0
Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7:30,1,In-flight meal not included,12373,9,MAY,2019,11,30,19,0,7,30.0,450.0
SpiceJet,21/05/2019,Kolkata,Banglore,CCU → PNQ → BLR,08:35,17:15,8:40,1,No Info,6381,21,MAY,2019,8,35,17,15,8,40.0,520.0
Jet Airways,6/03/2019,Delhi,Cochin,DEL → UDR → BOM → COK,17:55,04:25,34:30,2,No Info,17072,6,MAR,2019,17,55,4,25,34,30.0,2070.0
Jet Airways,9/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35,26:55,2,In-flight meal not included,10368,9,JUN,2019,9,40,12,35,26,55.0,1615.0
IndiGo,24/05/2019,Banglore,Delhi,BLR → DEL,18:25,21:20,2:55,0,No Info,4823,24,MAY,2019,18,25,21,20,2,55.0,175.0
Air India,3/03/2019,Delhi,Cochin,DEL → BLR → COK,09:45,23:00,13:15,1,No Info,27282,3,MAR,2019,9,45,23,0,13,15.0,795.0
IndiGo,12/06/2019,Mumbai,Hyderabad,BOM → HYD,20:05,21:40,1:35,0,No Info,2227,12,JUN,2019,20,5,21,40,1,35.0,95.0
IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,00:40,03:25,2:45,0,No Info,4545,9,MAR,2019,0,40,3,25,2,45.0,165.0
IndiGo,21/03/2019,Kolkata,Banglore,CCU → BLR,17:15,19:55,2:40,0,No Info,4148,21,MAR,2019,17,15,19,55,2,40.0,160.0
IndiGo,12/03/2019,Kolkata,Banglore,CCU → BLR,15:10,17:45,2:35,0,No Info,4148,12,MAR,2019,15,10,17,45,2,35.0,155.0
Air India,21/03/2019,Banglore,New Delhi,BLR → HYD → VGA → DEL,08:15,11:20,27:5,2,No Info,7642,21,MAR,2019,8,15,11,20,27,5.0,1625.0
Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,16:00,12:35,20:35,1,In-flight meal not included,10262,3,JUN,2019,16,0,12,35,20,35.0,1235.0
IndiGo,27/06/2019,Delhi,Cochin,DEL → COK,14:25,17:40,3:15,0,No Info,5000,27,JUN,2019,14,25,17,40,3,15.0,195.0
SpiceJet,9/06/2019,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4:30,1,No Info,5264,9,JUN,2019,8,45,13,15,4,30.0,270.0
Jet Airways,1/06/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3:5,0,In-flight meal not included,7229,1,JUN,2019,18,55,22,0,3,5.0,185.0
Air India,24/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,08:55,27:5,2,No Info,12723,24,MAY,2019,5,50,8,55,27,5.0,1625.0
